ID,Predicted Well-Being Index
886447,0.06881011916347024
687564,0.057735181051522665
494935,0.05881688265383406
378919,0.04781201924240155
421878,0.06238642178876433
949719,0.057705893792576
898972,0.05168334233051487
375574,0.056580822440697766
569844,0.21653586450967224
654472,0.1764425086563744
101940,0.19448187247895296
153843,0.18806291181592738
381662,0.146663829053603
624052,0.1312017939837729
939375,0.13205461577052796
164310,0.16610743863019298
900632,0.1470472665792593
175032,0.17910620772240723
867872,0.16261144748000195
256577,0.20117362757273904
288496,0.17999929993580474
618381,0.19188536975298598
231901,0.1724548478705091
179358,0.21210304252694034
192005,0.0432367559709491
298577,0.055779123280074894
942058,0.038279538334614505
470561,0.05176788292406459
325435,0.056479475574307436
957155,0.05828119098881675
179606,0.04788554860172464
589467,0.057970818329401624
950555,0.04143675174866633
877326,0.044822085882674736
244798,0.04190116777030643
372861,0.05388198170061367
990512,0.06948295159351098
362014,0.07210476548470929
285518,0.06695297518307311
396661,0.058933052163440115
909004,0.17177242001199367
835410,0.19567511760580328
668839,0.1905819847087217
197160,0.20536400197531593
477910,0.17759886404165479
127790,0.18319727975013061
278551,0.1799305776076195
355696,0.19577645554362955
219016,0.07164476276020616
165043,0.03332476498606689
490373,0.038735644708025374
855980,0.028680094781729303
938424,0.06639976637015674
647622,0.061454745775589986
119825,0.040023313323640446
156794,0.03284505355316708
923580,0.043579093346732295
487140,0.053615804984463944
866086,0.04914800131044082
452935,0.04572273610672041
169028,0.06649758824462257
580970,0.06849244802660187
955095,0.07063630311202222
941913,0.06823012048056193
245773,0.10361916259220122
193213,0.09618485931509062
819526,0.09088761547781823
217776,0.09826806821306606
967306,0.04435363318007937
175117,0.04086599762668812
839729,0.03344137327318516
820458,0.02730777444322889
106612,0.03822935847502572
494836,0.06389913776981582
120162,0.0391084491129183
324312,0.04123140653917064
97466,0.1178539877164565
215356,0.13024685475230274
652733,0.16323246076833525
247966,0.11821063371652912
400311,0.05803668123996782
519043,0.0563382494223805
450315,0.05270545845686407
127267,0.041032966809280064
538837,0.054334643077555915
158925,0.04739925579390046
110538,0.04921985802128136
595603,0.04281691248209456
667497,0.14411080749664856
520999,0.13665798439946933
583127,0.14740123638036245
510855,0.15753723403225123
671228,0.15791684146715074
393153,0.1349747232249331
612344,0.18733742111162344
760829,0.15839035550837777
221096,0.059725404230135185
552726,0.05544172199592388
760702,0.0501435328074265
869730,0.053930183900968015
584338,0.07568137749407203
855416,0.08316165284792275
344665,0.059690750241646585
691636,0.07115011518691006
15596,0.0479692118230185
346267,0.04376142267919385
283256,0.06224231911206943
359086,0.053061451523082295
760457,0.03261272183099943
429918,0.033868847049274314
461254,0.053480260669312635
738226,0.06113344583687362
959646,0.06495633857801575
609408,0.05406423491515001
129628,0.0686073555460546
906965,0.060367961802824006
526005,0.05773547245909927
871119,0.04152208625573317
415100,0.06789610986830344
176904,0.06361832803907941
133782,0.13896681902689573
761823,0.1533854606833453
912260,0.12106272847770697
840790,0.12722573633735496
940271,0.052363268439371384
793564,0.08052241947223993
773703,0.07271386046087946
459111,0.04930604379865926
561275,0.05745500690853307
153709,0.03730715925747191
161243,0.05549193894347568
793050,0.04889272584358381
728115,0.08561504825858124
434262,0.06799674226646679
717749,0.07777157474255832
627873,0.10808702090658329
954328,0.13877130303609692
473094,0.13645894223718197
282482,0.16721393224441497
874517,0.21863393271994058
305666,0.15793079146020073
566931,0.1793989160398854
286545,0.16582838161093727
781582,0.21000050648019408
494064,0.026272579065740462
905987,0.04546120713805207
249294,0.03353718240036438
855606,0.025880331121976834
760845,0.03299162634463837
839032,0.05318615264163741
506670,0.03999656761377686
126858,0.037429490991309336
954530,0.08007394104112092
904162,0.07990317511922995
997276,0.09323419071462022
676041,0.07872394891238443
592693,0.07007178046698448
859253,0.0651428240476449
936469,0.07814388953666729
349261,0.08635532162390706
336127,0.1836582826886175
106760,0.18458657240461018
202737,0.18258913589242537
725369,0.22688798279910322
524873,0.047078405959619034
478336,0.056161578885788474
248213,0.04456639809099629
931717,0.04015384747008944
936219,0.06755160570596622
573087,0.05460064801828472
847139,0.06702978400672929
136435,0.06971178958134375
911470,0.26950498210920326
795648,0.27002441998923676
380252,0.2826653095723127
830379,0.26681654201506033
239934,0.047145189962063086
243958,0.05970825517540827
381162,0.043530512915453005
832707,0.053086403523613386
862509,0.07963347113172194
542044,0.07794105697165743
594591,0.07754097969288615
369792,0.08711254856719539
165122,0.09876238748470445
316257,0.0807543694524325
342153,0.13491156351941916
861163,0.15208154833961485
419279,0.055761812014790524
986435,0.044455946041202024
287386,0.04636239851014788
921943,0.03723127502455786
643662,0.10613291462560892
425559,0.13189143949773574
425190,0.14991228670058981
375194,0.12110480247887503
205316,0.17075651976518774
362990,0.16796365272688835
885125,0.19834283889738558
729049,0.18566702256411738
255408,0.06267027959184024
889336,0.033562683655494446
567853,0.038989260532304254
881517,0.05818106897905312
862554,0.04427705550276956
689279,0.043585544686645786
619517,0.028097675696773933
589965,0.046417923370638346
378743,0.05927713493871243
889190,0.08707505202348842
126074,0.08097388971561653
566109,0.07099408976966383
449130,0.04391983257557591
410883,0.02421478741415598
523594,0.04103895872487247
467612,0.04262002167353482
607267,0.029063285541041088
477529,0.0495109257937946
520504,0.03851598547859175
818746,0.03878838606782703
728709,0.285379207220308
706557,0.26864006761220255
802110,0.2610129600285541
362847,0.27292678176700125
670489,0.07944471352500598
607816,0.10816511597293754
218533,0.09046207109829434
436175,0.08891447901591837
996480,0.11858466251822208
674629,0.10099435986291283
315096,0.1584358536858116
273408,0.1552265584075407
477191,0.039858453891391366
576190,0.048284033680524016
828139,0.038829847030787484
600713,0.022273694590036853
428403,0.08815324638792532
304094,0.07797181942614323
276721,0.1149504370467391
948606,0.0871963675042676
380515,0.07033982046237572
858103,0.0624027563820152
122754,0.06370792690726276
543289,0.06867221332015094
831291,0.08529301820222054
118939,0.06753820500927912
220363,0.09750242745834137
173635,0.07236153110811884
972059,0.06433661292276716
429032,0.07561057199503293
252701,0.07477313333884783
722273,0.0718601413060282
843913,0.07072191477773881
749618,0.091377124473748
955667,0.08793309626457319
835936,0.08510390869451151
942469,0.14382545998158353
316877,0.14360712508028284
620029,0.16181349904801315
317713,0.16348838111202324
685284,0.07315151793537525
696586,0.06788369233875938
498631,0.06518871665486334
663245,0.0662682290234547
143057,0.11649448584690389
101728,0.08823153984769988
310627,0.13947659145502617
933005,0.12531729074179052
282099,0.07405422366611926
490417,0.07109076543831841
999488,0.06802421128203431
905329,0.09438659611594796
917542,0.05668016828245569
227260,0.07051944569197408
227650,0.034247629257608964
244353,0.043927698817931946
212817,0.1791780452612458
219248,0.19558516727000902
313943,0.214704994347468
170351,0.23008298222897283
427395,0.11836966737549082
928568,0.1330087123711796
207843,0.12578344797443233
512289,0.10672090063877732
650808,0.14881676121392573
207522,0.1344648084839125
862766,0.10352344278542447
660339,0.1292410169449509
858302,0.04884283841100873
469416,0.054638833600897246
911794,0.06692340299532756
239716,0.0665709879571253
459239,0.0354947687777525
603034,0.018443757617058357
367299,0.029735107137658246
498594,0.028052879536360518
226241,0.04768788481412138
228237,0.03002823200966097
576596,0.039832972524141676
208822,0.02200222926463069
102017,0.08807789738256655
643195,0.07777337994571087
692675,0.13512140956140364
755692,0.13853525787285498
658623,0.25520739867522
110809,0.22991906507749305
237243,0.24647656616790453
737377,0.23697728866842582
882010,0.04214308819629817
680634,0.051104733935961814
539153,0.04230064859586994
911641,0.05345122119077614
199605,0.037224108025425556
772815,0.03545514947146902
455361,0.041527321533415804
293599,0.03672186479778309
829566,0.11450865426744367
306904,0.10013802427966649
823193,0.12371735724443804
223885,0.12682557496119573
278386,0.07006150247450518
102318,0.10311179138106927
564262,0.09155790231653128
855826,0.08913976238101595
551029,0.0794080622873859
123086,0.06649626911192488
369139,0.07339429976688255
627211,0.07749680071786622
420041,0.1126564698149004
338014,0.1438238202182475
603810,0.13002698862661188
829884,0.15546713074130086
900508,0.24484003799488624
797378,0.2257040199913431
876950,0.25854002334005954
704538,0.23246685010594453
313848,0.04122301362805758
673799,0.03930046949891323
537348,0.04749002125066974
785274,0.05349839778354491
867874,0.0989576176429207
300381,0.1205658366616526
416838,0.11920441909376636
244087,0.11776495825560904
233039,0.05512227864005514
195469,0.042472200962242496
191997,0.033859888071123584
478248,0.029936708314341375
330585,0.0871431282282432
335460,0.11617892788184808
155842,0.0930761950523327
912619,0.09504778949549918
762789,0.10261095165919096
265062,0.09953457671030877
